url	page_url	kind	fname	out_rel	size	status
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532983770863.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170602_933389.htm	attachment	附3：支出预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933389/attachments/附3：支出预算总表.xls	61440	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532983771541.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170602_933389.htm	attachment	附1：收支预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933389/attachments/附1：收支预算总表.xls	23040	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532983773630.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170602_933389.htm	attachment	附2：收入预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933389/attachments/附2：收入预算总表.xls	61440	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532983921707.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170602_933389.htm	attachment	附7：一般公共预算“三公”经费支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933389/attachments/附7：一般公共预算“三公”经费支出预算表.xls	58368	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532983926924.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170602_933389.htm	attachment	附6：一般公共预算基本支出经济分类情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933389/attachments/附6：一般公共预算基本支出经济分类情况表.xls	18432	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532983927007.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170602_933389.htm	attachment	附5：一般公共预算拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933389/attachments/附5：一般公共预算拨款支出预算表.xls	58880	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532984080455.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170602_933389.htm	attachment	附8：	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933389/attachments/附8：.xls	67072	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532984084688.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170602_933389.htm	attachment	政府性基金拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933389/attachments/政府性基金拨款支出预算表.xls	61440	done
http://czj.putian.gov.cn/ptczjup/file/20171105/20171105172458_2966.xlsx	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170605_933236.htm	attachment	/ptczjup/file/20171105/20171105172458_2966.xlsx	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933236/attachments/_ptczjup_file_20171105_20171105172458_2966.xlsx	11001	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323531557832549.xlsx	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170605_933248.htm	attachment	W020180323531557832549.xlsx	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933248/attachments/W020180323531557832549.xlsx	365324	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323531557995685.xlsx	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170605_933248.htm	attachment	莆田市人力资源和社会保障局一般公共预算“三公”经费支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933248/attachments/莆田市人力资源和社会保障局一般公共预算“三公”经费支出预算表.xlsx	364808	done
http://czj.putian.gov.cn/ptczjup/file/20171103/20171103162245_6872.xlsx	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170605_933253.htm	attachment	“三公”预算	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933253/attachments/“三公”预算.xlsx	8549	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323532425641777.xlsx	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170606_933328.htm	attachment	附件：1、收支预算总表2、收入预算表3、支出预算表4、财政拨款收支预算总表5、一般公共预算拨款支出预算表6、政府性基金拨款支出预算表7、一般公共预算支出经济分类情况表8、一般公共预算基本支出经济分类情况表9、一般公共预算“三公”经费支出预算表10、部门专项资金管理清单目录	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933328/attachments/附件：1、收支预算总表2、收入预算表3、支出预算表4、财政拨款收支预算总表5、一般公共预算拨款支出预算表6、政府性基金拨款支出预算表7、一般公共预算支出经济分类情况表8、一般公共预算基本支出经济分类情况表9、一般公共预算“三公”经费支出预算表10、部门专项资金管理清单目录.xlsx	75302	done
http://czj.putian.gov.cn/ptczjup/file/20171108/20171108164631_7028.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933301.htm	attachment	2017年度一般公共预算“三公”经费支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933301/attachments/2017年度一般公共预算“三公”经费支出预算表.xls	11776	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105318_9841.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度收支预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度收支预算总表.xls	59392	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105330_2810.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度收入预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度收入预算总表.xls	59392	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105358_7810.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度支出预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度支出预算总表.xls	17920	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105442_5622.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度财政拨款收支预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度财政拨款收支预算总表.xls	59904	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105458_9841.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度一般公共预算拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度一般公共预算拨款支出预算表.xls	14848	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105519_4685.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度政府性基金拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度政府性基金拨款支出预算表.xls	12800	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105540_3747.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度一般公共预算支出经济分类情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度一般公共预算支出经济分类情况表.xls	12288	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105551_6716.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	20171107105551_6716.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/20171107105551_6716.xls	18944	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105603_9372.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	20171107105603_9372.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/20171107105603_9372.xls	18944	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105615_1247.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	20171107105615_1247.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/20171107105615_1247.xls	18944	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105624_5935.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度一般公共预算基本支出经济分类情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度一般公共预算基本支出经济分类情况表.xls	18944	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105633_2497.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度一般公共预算“三公”经费支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度一般公共预算“三公”经费支出预算表.xls	11776	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107105653_3747.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	2017年度部门专项资金管理清单目录	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/2017年度部门专项资金管理清单目录.xls	14848	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004241647.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004241647.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004241647.xls	64512	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004242544.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004242544.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004242544.xls	59392	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004391371.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004391371.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004391371.xls	61440	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004391776.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004391776.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004391776.xls	12288	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004392470.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004392470.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004392470.xls	59904	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004395681.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004395681.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004395681.xls	60416	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004398939.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004398939.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004398939.xls	61440	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004550259.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004550259.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004550259.xls	58368	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533004558231.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170607_933390.htm	attachment	W020180323533004558231.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933390/attachments/W020180323533004558231.xls	14848	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533102990112.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	收入预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/收入预算总表.xls	151552	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533102993912.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	收支预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/收支预算总表.xls	151552	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533102997141.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	支出预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/支出预算总表.xls	152064	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533103140156.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	一般公共预算支出经济分类情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/一般公共预算支出经济分类情况表.xls	27648	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533103140353.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	一般公共预算拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/一般公共预算拨款支出预算表.xls	150528	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533103142812.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	政府性基金拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/政府性基金拨款支出预算表.xls	151040	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533103143210.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	财政拨款收支预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/财政拨款收支预算总表.xls	151040	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533103301766.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	一般公共预算基本支出经济分类情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/一般公共预算基本支出经济分类情况表.xls	153088	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323533103309335.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170608_933397.htm	attachment	一般公共预算“三公”经费支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933397/attachments/一般公共预算“三公”经费支出预算表.xls	150016	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/W020180323531579399517.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/t20170622_933254.htm	attachment	U020180323531578450083.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201706/933254/attachments/U020180323531578450083.xls	16384	done
http://czj.putian.gov.cn/ptczjup/file/20171106/20171106164004_1091.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170710_933335.htm	attachment	市府办2017年预算公开表格	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933335/attachments/市府办2017年预算公开表格.xls	152064	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323531583618437.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933255.htm	attachment	2017年“三公”经费预算控制数说明	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933255/attachments/2017年“三公”经费预算控制数说明.xls	156160	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532620801193.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933354.htm	attachment	1.2017年度收支预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933354/attachments/1.2017年度收支预算总表	121856	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532620956470.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933354.htm	attachment	2.2017年度收入预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933354/attachments/2.2017年度收入预算总表	130560	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532621110226.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933354.htm	attachment	4.2017年度财政拨款收支预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933354/attachments/4.2017年度财政拨款收支预算总表	121856	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532621112891.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933354.htm	attachment	3.2017年度支出预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933354/attachments/3.2017年度支出预算总表	133120	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532621116097.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933354.htm	attachment	6.2017年度政府性基金拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933354/attachments/6.2017年度政府性基金拨款支出预算表	124928	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532621118442.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933354.htm	attachment	5.2017年度一般公共预算拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933354/attachments/5.2017年度一般公共预算拨款支出预算表	123392	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532621276654.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933354.htm	attachment	.2017年度一般公共预算“三公”经费支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933354/attachments/2017年度一般公共预算“三公”经费支出预算表.xls	120832	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532621279383.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170713_933354.htm	attachment	.2017年度一般公共预算基本支出经济分类情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933354/attachments/2017年度一般公共预算基本支出经济分类情况表.xls	123392	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/W020180323532322368398.xlsx	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170714_933322.htm	attachment	U020180323532320803214.xlsx	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933322/attachments/U020180323532320803214.xlsx	94206	done
http://czj.putian.gov.cn/ptczjup/file/20171108/20171108144906_4997.xlsx	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170719_933278.htm	attachment	附表：2017年度三公预算公开—莆田市残联部门	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933278/attachments/附表：2017年度三公预算公开—莆田市残联部门.xlsx	70401	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160014_7810.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017 年度支出预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017 年度支出预算总表.xls	21504	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160210_1091.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度收入预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度收入预算总表.xls	22016	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160251_4685.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度支出预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度支出预算总表.xls	23552	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160335_0153.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度财政拨款收支预算总表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度财政拨款收支预算总表.xls	20992	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160408_1247.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度一般公共预算拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度一般公共预算拨款支出预算表.xls	22016	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160430_4372.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度政府性基金拨款支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度政府性基金拨款支出预算表.xls	22016	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160451_3435.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度一般公共预算支出经济分类情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度一般公共预算支出经济分类情况表.xls	20992	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160511_4841.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度一般公共预算基本支出经济分类情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度一般公共预算基本支出经济分类情况表.xls	27648	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107160624_4685.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度部门专项资金管理清单目录	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度部门专项资金管理清单目录.xls	25088	done
http://czj.putian.gov.cn/ptczjup/file/20171107/20171107162456_6403.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/t20170720_933325.htm	attachment	2017年度一般公共预算“三公”经费支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201707/933325/attachments/2017年度一般公共预算“三公”经费支出预算表.xls	20992	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/ptczjup/file/20171103/20171103153808_2029.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/t20170911_933286.htm	attachment	2017年莆田市统计局“三公”经费预算公开表格			failed
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/W020180323532741586557.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/t20170912_933370.htm	attachment	U020180323532740497561.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/933370/attachments/U020180323532740497561.xls	394752	done
http://czj.putian.gov.cn/ptczjup/file/20171103/20171103151612_6811.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/t20170918_933305.htm	attachment	/ptczjup/file/20171103/20171103151612_6811.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/933305/attachments/_ptczjup_file_20171103_20171103151612_6811.xls	16384	done
http://czj.putian.gov.cn/ptczjup/file/20171119/20171119162859_4090.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/t20170921_933221.htm	attachment	一般公共预算“三公”经费支出预算表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/933221/attachments/一般公共预算“三公”经费支出预算表.xls	130048	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/W020180323531515029517.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/t20170921_933240.htm	attachment	附件：2017年“三公”经费预算数控制情况表	ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/933240/attachments/附件：2017年“三公”经费预算数控制情况表.xls	148480	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/W020180323531527990361.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/t20170921_933244.htm	attachment	U020180323531526894214.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/933244/attachments/U020180323531526894214.xls	112640	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/W020180323531527996819.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/t20170921_933244.htm	attachment	U020180323531524866179.xls	ztlm/sjyjsgkpt/bmyjsgk/bmys/201709/933244/attachments/U020180323531524866179.xls	150016	done
